,d_kpi_id,d_level0_id,d_level1_id,d_level2_id,Period_int,PeriodName,Numerator,Denominator,Grain
31,1,1,1,1,2019-05-04,04/05/2019,4890331.0,5338843,DayName
32,1,1,1,1,2019-05-05,05/05/2019,4303475.0,5752231,DayName
33,1,1,1,1,2019-05-06,06/05/2019,4275402.0,5152371,DayName
34,1,1,1,1,2019-05-07,07/05/2019,4933624.0,5430845,DayName
35,1,1,1,1,2019-06-01,01/06/2019,5420192.0,5334747,DayName
36,1,1,1,1,2019-06-02,02/06/2019,4748311.0,5092121,DayName
37,1,1,1,1,2019-06-03,03/06/2019,5141784.0,5087170,DayName
38,1,1,1,1,2019-06-04,04/06/2019,4949664.0,5707252,DayName
39,1,1,1,1,2019-06-05,05/06/2019,5007732.0,4740265,DayName
40,1,1,1,1,2019-06-06,06/06/2019,5276222.0,4316266,DayName
41,1,1,1,1,2019-06-07,07/06/2019,5093392.0,5023997,DayName
42,1,1,1,1,2019-07-01,01/07/2019,5458089.0,4851549,DayName
43,1,1,1,1,2019-07-02,02/07/2019,4690477.0,4868402,DayName
44,1,1,1,1,2019-07-03,03/07/2019,5083665.0,5409482,DayName
45,1,1,1,1,2019-07-04,04/07/2019,4509629.0,4354309,DayName
46,1,1,1,1,2019-07-05,05/07/2019,4854900.0,5250312,DayName
47,1,1,1,1,2019-07-06,06/07/2019,4749992.0,5286335,DayName
48,1,1,1,1,2019-07-07,07/07/2019,4670669.0,5679237,DayName
49,1,1,1,1,2019-08-01,01/08/2019,4726908.0,4399631,DayName
50,1,1,1,1,2019-08-02,02/08/2019,5373246.0,5037449,DayName
51,1,1,1,1,2019-08-03,03/08/2019,5566142.0,4798577,DayName
52,1,1,1,1,2019-08-04,04/08/2019,5178446.0,4462185,DayName
53,1,1,1,1,2019-08-05,05/08/2019,4720689.0,4224004,DayName
54,1,1,1,1,2019-08-06,06/08/2019,5783036.0,4782526,DayName
55,1,1,1,1,2019-08-07,07/08/2019,4265160.0,5254424,DayName
56,1,1,1,1,2019-09-01,01/09/2019,4989846.0,4806527,DayName
57,1,1,1,1,2019-09-02,02/09/2019,4933638.0,4493357,DayName
58,1,1,1,1,2019-09-03,03/09/2019,5203564.0,5160104,DayName
59,1,1,1,1,2019-09-04,04/09/2019,5085328.0,4204786,DayName
60,1,1,1,1,2019-09-05,05/09/2019,4611512.0,5168459,DayName
61,1,1,1,1,2019-09-06,06/09/2019,4135528.0,5206648,DayName
62,1,1,1,1,2019-09-07,07/09/2019,4596436.0,5041383,DayName
63,1,1,1,1,2019-10-01,01/10/2019,4350944.0,4686122,DayName
64,1,1,1,1,2019-10-02,02/10/2019,5012489.0,4837677,DayName
65,1,1,1,1,2019-10-03,03/10/2019,5238704.0,4600507,DayName
66,1,1,1,1,2019-10-04,04/10/2019,5383349.0,4402064,DayName
67,1,1,1,1,2019-10-05,05/10/2019,4860982.0,5546519,DayName
68,1,1,1,1,2019-10-06,06/10/2019,4982846.0,5605755,DayName
69,1,1,1,1,2019-10-07,07/10/2019,4745948.0,4937777,DayName
70,1,1,1,1,2019-11-01,01/11/2019,5189326.0,5652138,DayName
71,1,1,1,1,2019-11-02,02/11/2019,4570064.0,5095088,DayName
72,1,1,1,1,2019-11-03,03/11/2019,4827368.0,5071233,DayName
73,1,1,1,1,2019-11-04,04/11/2019,5656778.0,4994928,DayName
74,1,1,1,1,2019-11-05,05/11/2019,5497760.0,5021899,DayName
75,1,1,1,1,2019-11-06,06/11/2019,4898373.0,5279651,DayName
76,1,1,1,1,2019-11-07,07/11/2019,5328998.0,5671988,DayName
77,1,1,1,1,2019-12-01,01/12/2019,4698180.0,4600114,DayName
78,1,1,1,1,2019-12-02,02/12/2019,4916078.0,4741433,DayName
79,1,1,1,1,2019-12-03,03/12/2019,4365519.0,4692937,DayName
80,1,1,1,1,2019-12-04,04/12/2019,4689637.0,5095279,DayName
81,1,1,1,1,2019-12-05,05/12/2019,4532982.0,5055765,DayName
82,1,1,1,1,2019-12-06,06/12/2019,5700811.0,4812236,DayName
83,1,1,1,1,2019-12-07,07/12/2019,4593539.0,5000077,DayName
84,1,1,1,2,2019-01-01,01/01/2019,2752041.0,2248428,DayName
85,1,1,1,2,2019-01-02,02/01/2019,2439889.0,2192173,DayName
86,1,1,1,2,2019-01-03,03/01/2019,2557554.0,2596002,DayName
87,1,1,1,2,2019-01-04,04/01/2019,2765036.0,2228884,DayName
88,1,1,1,2,2019-01-05,05/01/2019,2271488.0,2847465,DayName
89,1,1,1,2,2019-01-06,06/01/2019,2466124.0,2109858,DayName
90,1,1,1,2,2019-01-07,07/01/2019,2501924.0,2600073,DayName
91,1,1,1,2,2019-02-01,01/02/2019,2836480.0,2163051,DayName
92,1,1,1,2,2019-02-02,02/02/2019,2520076.0,2705888,DayName
93,1,1,1,2,2019-02-03,03/02/2019,2397385.0,2455513,DayName
94,1,1,1,2,2019-02-04,04/02/2019,2497955.0,2843405,DayName
95,1,1,1,2,2019-02-05,05/02/2019,2850004.0,2552435,DayName
96,1,1,1,2,2019-02-06,06/02/2019,2935230.0,2328643,DayName
97,1,1,1,2,2019-02-07,07/02/2019,2383001.0,2461426,DayName
98,1,1,1,2,2019-03-01,01/03/2019,2594945.0,2586329,DayName
99,1,1,1,2,2019-03-02,02/03/2019,2733702.0,2206247,DayName
100,1,1,1,2,2019-03-03,03/03/2019,2422937.0,2788964,DayName
101,1,1,1,2,2019-03-04,04/03/2019,2902760.0,2864981,DayName
102,1,1,1,2,2019-03-05,05/03/2019,2610568.0,2848452,DayName
103,1,1,1,2,2019-03-06,06/03/2019,2372921.0,2187091,DayName
104,1,1,1,2,2019-03-07,07/03/2019,2811656.0,2655174,DayName
105,1,1,1,2,2019-04-01,01/04/2019,2239898.0,2091479,DayName
106,1,1,1,2,2019-04-02,02/04/2019,2792990.0,2438587,DayName
107,1,1,1,2,2019-04-03,03/04/2019,2073542.0,2141214,DayName
108,1,1,1,2,2019-04-04,04/04/2019,2093222.0,2433611,DayName
109,1,1,1,2,2019-04-05,05/04/2019,2362364.0,2858077,DayName
110,1,1,1,2,2019-04-06,06/04/2019,2436093.0,2561182,DayName
111,1,1,1,2,2019-04-07,07/04/2019,2896714.0,2910191,DayName
112,1,1,1,2,2019-05-01,01/05/2019,2370695.0,2245048,DayName
113,1,1,1,2,2019-05-02,02/05/2019,2214194.0,2305505,DayName
114,1,1,1,2,2019-05-03,03/05/2019,2259045.0,2212301,DayName
115,1,1,1,2,2019-05-04,04/05/2019,2336402.0,2099106,DayName
116,1,1,1,2,2019-05-05,05/05/2019,2655446.0,2499554,DayName
117,1,1,1,2,2019-05-06,06/05/2019,2881504.0,2236618,DayName
118,1,1,1,2,2019-05-07,07/05/2019,2181020.0,2430680,DayName
119,1,1,1,2,2019-06-01,01/06/2019,2695735.0,2924447,DayName
120,1,1,1,2,2019-06-02,02/06/2019,2709233.0,2559184,DayName
121,1,1,1,2,2019-06-03,03/06/2019,2837437.0,2860906,DayName
122,1,1,1,2,2019-06-04,04/06/2019,2842378.0,2108950,DayName
123,1,1,1,2,2019-06-05,05/06/2019,2210543.0,2541589,DayName
124,1,1,1,2,2019-06-06,06/06/2019,2420113.0,2814096,DayName
125,1,1,1,2,2019-06-07,07/06/2019,2200253.0,2877754,DayName
126,1,1,1,2,2019-07-01,01/07/2019,2040183.0,2839498,DayName
127,1,1,1,2,2019-07-02,02/07/2019,2395398.0,2686238,DayName
128,1,1,1,2,2019-07-03,03/07/2019,2143155.0,2724470,DayName
129,1,1,1,2,2019-07-04,04/07/2019,2493216.0,2797199,DayName
130,1,1,1,2,2019-07-05,05/07/2019,2552893.0,2093821,DayName
131,1,1,1,2,2019-07-06,06/07/2019,2329622.0,2720081,DayName
132,1,1,1,2,2019-07-07,07/07/2019,2735355.0,2883754,DayName
133,1,1,1,2,2019-08-01,01/08/2019,2651169.0,2846018,DayName
134,1,1,1,2,2019-08-02,02/08/2019,2516074.0,2792322,DayName
135,1,1,1,2,2019-08-03,03/08/2019,2792896.0,2549018,DayName
136,1,1,1,2,2019-08-04,04/08/2019,2299638.0,2499185,DayName
137,1,1,1,2,2019-08-05,05/08/2019,2495744.0,2885311,DayName
138,1,1,1,2,2019-08-06,06/08/2019,2632324.0,2328425,DayName
139,1,1,1,2,2019-08-07,07/08/2019,2593083.0,2191279,DayName
140,1,1,1,2,2019-09-01,01/09/2019,2514963.0,2194054,DayName
141,1,1,1,2,2019-09-02,02/09/2019,2661625.0,2253571,DayName
142,1,1,1,2,2019-09-03,03/09/2019,2697706.0,2672208,DayName
143,1,1,1,2,2019-09-04,04/09/2019,2805407.0,2748203,DayName
144,1,1,1,2,2019-09-05,05/09/2019,2408380.0,2092581,DayName
145,1,1,1,2,2019-09-06,06/09/2019,2526449.0,2186926,DayName
146,1,1,1,2,2019-09-07,07/09/2019,2653537.0,2163406,DayName
147,1,1,1,2,2019-10-01,01/10/2019,2488056.0,2253140,DayName
148,1,1,1,2,2019-10-02,02/10/2019,2751317.0,2530612,DayName
149,1,1,1,2,2019-10-03,03/10/2019,2743207.0,2131549,DayName
150,1,1,1,2,2019-10-04,04/10/2019,2374116.0,2480203,DayName
151,1,1,1,2,2019-10-05,05/10/2019,2204661.0,2365509,DayName
152,1,1,1,2,2019-10-06,06/10/2019,2294803.0,2640248,DayName
153,1,1,1,2,2019-10-07,07/10/2019,2123782.0,2438531,DayName
154,1,1,1,2,2019-11-01,01/11/2019,2465453.0,2868192,DayName
155,1,1,1,2,2019-11-02,02/11/2019,2531707.0,2114089,DayName
156,1,1,1,2,2019-11-03,03/11/2019,2147530.0,2336549,DayName
157,1,1,1,2,2019-11-04,04/11/2019,2318387.0,2171709,DayName
158,1,1,1,2,2019-11-05,05/11/2019,2618953.0,2226444,DayName
159,1,1,1,2,2019-11-06,06/11/2019,2336152.0,2223221,DayName
160,1,1,1,2,2019-11-07,07/11/2019,2517375.0,2196488,DayName
161,1,1,1,2,2019-12-01,01/12/2019,2910745.0,2295625,DayName
162,1,1,1,2,2019-12-02,02/12/2019,2471515.0,2066311,DayName
163,1,1,1,2,2019-12-03,03/12/2019,2222179.0,2828949,DayName
164,1,1,1,2,2019-12-04,04/12/2019,2651598.0,2096971,DayName
165,1,1,1,2,2019-12-05,05/12/2019,2367378.0,2174207,DayName
166,1,1,1,2,2019-12-06,06/12/2019,2736917.0,2842096,DayName
167,1,1,1,2,2019-12-07,07/12/2019,2222020.0,2391865,DayName
168,1,1,1,3,2019-01-01,01/01/2019,2482219.0,2844845,DayName
169,1,1,1,3,2019-01-02,02/01/2019,2580860.0,2596801,DayName
170,1,1,1,3,2019-01-03,03/01/2019,2592937.0,2551744,DayName
171,1,1,1,3,2019-01-04,04/01/2019,2496873.0,2233516,DayName
172,1,1,1,3,2019-01-05,05/01/2019,2545665.0,2292614,DayName
173,1,1,1,3,2019-01-06,06/01/2019,2248211.0,2322518,DayName
174,1,1,1,3,2019-01-07,07/01/2019,2052535.0,2895207,DayName
175,1,1,1,3,2019-02-01,01/02/2019,2348976.0,2867273,DayName
176,1,1,1,3,2019-02-02,02/02/2019,2469806.0,2803762,DayName
177,1,1,1,3,2019-02-03,03/02/2019,2891980.0,2247841,DayName
178,1,1,1,3,2019-02-04,04/02/2019,2119514.0,2239263,DayName
179,1,1,1,3,2019-02-05,05/02/2019,2763233.0,2444180,DayName
180,1,1,1,3,2019-02-06,06/02/2019,2822261.0,2057476,DayName
181,1,1,1,3,2019-02-07,07/02/2019,2349718.0,2395695,DayName
182,1,1,1,3,2019-03-01,01/03/2019,2759809.0,2653877,DayName
183,1,1,1,3,2019-03-02,02/03/2019,2357139.0,2826258,DayName
184,1,1,1,3,2019-03-03,03/03/2019,2622690.0,2553512,DayName
185,1,1,1,3,2019-03-04,04/03/2019,2250325.0,2608254,DayName
186,1,1,1,3,2019-03-05,05/03/2019,2249858.0,2294847,DayName
187,1,1,1,3,2019-03-06,06/03/2019,2575236.0,2211518,DayName
188,1,1,1,3,2019-03-07,07/03/2019,2170780.0,2387962,DayName
189,1,1,1,3,2019-04-01,01/04/2019,2567347.0,2280024,DayName
190,1,1,1,3,2019-04-02,02/04/2019,2095683.0,2177620,DayName
191,1,1,1,3,2019-04-03,03/04/2019,2800411.0,2551309,DayName
192,1,1,1,3,2019-04-04,04/04/2019,2703461.0,2886763,DayName
193,1,1,1,3,2019-04-05,05/04/2019,2485652.0,2058970,DayName
194,1,1,1,3,2019-04-06,06/04/2019,2724014.0,2246820,DayName
195,1,1,1,3,2019-04-07,07/04/2019,2498605.0,2210035,DayName
196,1,1,1,3,2019-05-01,01/05/2019,2420228.0,2710097,DayName
197,1,1,1,3,2019-05-02,02/05/2019,2191637.0,2508459,DayName
198,1,1,1,3,2019-05-03,03/05/2019,2284125.0,2930191,DayName
199,1,1,1,3,2019-05-04,04/05/2019,2055954.0,2906499,DayName
200,1,1,1,3,2019-05-05,05/05/2019,2119963.0,2730720,DayName
201,1,1,1,3,2019-05-06,06/05/2019,2782093.0,2879711,DayName
202,1,1,1,3,2019-05-07,07/05/2019,2109723.0,2460323,DayName
203,1,1,1,3,2019-06-01,01/06/2019,2552596.0,2098715,DayName
204,1,1,1,3,2019-06-02,02/06/2019,2101062.0,2156894,DayName
205,1,1,1,3,2019-06-03,03/06/2019,2802289.0,2851564,DayName
206,1,1,1,3,2019-06-04,04/06/2019,2382065.0,2732293,DayName
207,1,1,1,3,2019-06-05,05/06/2019,2160682.0,2685212,DayName
208,1,1,1,3,2019-06-06,06/06/2019,2591833.0,2875749,DayName
209,1,1,1,3,2019-06-07,07/06/2019,2049249.0,2333835,DayName
210,1,1,1,3,2019-07-01,01/07/2019,2284971.0,2200837,DayName
211,1,1,1,3,2019-07-02,02/07/2019,2237982.0,2391468,DayName
212,1,1,1,3,2019-07-03,03/07/2019,2315038.0,2842540,DayName
213,1,1,1,3,2019-07-04,04/07/2019,2808476.0,2468197,DayName
214,1,1,1,3,2019-07-05,05/07/2019,2263220.0,2136922,DayName
215,1,1,1,3,2019-07-06,06/07/2019,2595124.0,2283748,DayName
216,1,1,1,3,2019-07-07,07/07/2019,2282603.0,2747749,DayName
217,1,1,1,3,2019-08-01,01/08/2019,2116473.0,2248414,DayName
218,1,1,1,3,2019-08-02,02/08/2019,2175711.0,2709566,DayName
219,1,1,1,3,2019-08-03,03/08/2019,2562737.0,2209253,DayName
220,1,1,1,3,2019-08-04,04/08/2019,2360238.0,2473125,DayName
221,1,1,1,3,2019-08-05,05/08/2019,2084718.0,2845891,DayName
222,1,1,1,3,2019-08-06,06/08/2019,2561830.0,2075637,DayName
223,1,1,1,3,2019-08-07,07/08/2019,2414953.0,2403296,DayName
224,1,1,1,3,2019-09-01,01/09/2019,2719214.0,2737572,DayName
225,1,1,1,3,2019-09-02,02/09/2019,2312401.0,2732367,DayName
226,1,1,1,3,2019-09-03,03/09/2019,2399025.0,2484156,DayName
227,1,1,1,3,2019-09-04,04/09/2019,2408165.0,2126987,DayName
228,1,1,1,3,2019-09-05,05/09/2019,2134531.0,2125005,DayName
229,1,1,1,3,2019-09-06,06/09/2019,2910853.0,2510328,DayName
230,1,1,1,3,2019-09-07,07/09/2019,2798971.0,2108617,DayName
231,1,1,1,3,2019-10-01,01/10/2019,2159367.0,2290138,DayName
232,1,1,1,3,2019-10-02,02/10/2019,2451958.0,2437522,DayName
233,1,1,1,3,2019-10-03,03/10/2019,2365678.0,2796089,DayName
234,1,1,1,3,2019-10-04,04/10/2019,2567491.0,2252921,DayName
235,1,1,1,3,2019-10-05,05/10/2019,2255866.0,2556740,DayName
236,1,1,1,3,2019-10-06,06/10/2019,2209530.0,2788528,DayName
237,1,1,1,3,2019-10-07,07/10/2019,2539362.0,2103216,DayName
238,1,1,1,3,2019-11-01,01/11/2019,2441693.0,2419100,DayName
239,1,1,1,3,2019-11-02,02/11/2019,2759249.0,2349200,DayName
240,1,1,1,3,2019-11-03,03/11/2019,2279951.0,2289931,DayName
241,1,1,1,3,2019-11-04,04/11/2019,2301432.0,2760605,DayName
242,1,1,1,3,2019-11-05,05/11/2019,2531849.0,2661802,DayName
243,1,1,1,3,2019-11-06,06/11/2019,2624933.0,2167672,DayName
244,1,1,1,3,2019-11-07,07/11/2019,2870430.0,2167989,DayName
245,1,1,1,3,2019-12-01,01/12/2019,2666410.0,2716860,DayName
246,1,1,1,3,2019-12-02,02/12/2019,2819163.0,2834839,DayName
247,1,1,1,3,2019-12-03,03/12/2019,2451940.0,2155630,DayName
248,1,1,1,3,2019-12-04,04/12/2019,2811904.0,2422093,DayName
249,1,1,1,3,2019-12-05,05/12/2019,2933545.0,2258812,DayName
250,1,1,1,3,2019-12-06,06/12/2019,2852024.0,2115058,DayName
251,1,1,1,3,2019-12-07,07/12/2019,2679242.0,2510957,DayName
252,1,1,1,4,2019-01-01,01/01/2019,2522914.0,2198451,DayName
253,1,1,1,4,2019-01-02,02/01/2019,2639219.0,2898996,DayName
254,1,1,1,4,2019-01-03,03/01/2019,2760735.0,2164675,DayName
255,1,1,1,4,2019-01-04,04/01/2019,2145473.0,2668802,DayName
256,1,1,1,4,2019-01-05,05/01/2019,2764771.0,2568982,DayName
257,1,1,1,4,2019-01-06,06/01/2019,2371521.0,2393808,DayName
258,1,1,1,4,2019-01-07,07/01/2019,2593310.0,2067331,DayName
259,1,1,1,4,2019-02-01,01/02/2019,2515896.0,2294539,DayName
260,1,1,1,4,2019-02-02,02/02/2019,2806731.0,2538251,DayName
261,1,1,1,4,2019-02-03,03/02/2019,2786632.0,2716432,DayName
262,1,1,1,4,2019-02-04,04/02/2019,2491657.0,2267163,DayName
263,1,1,1,4,2019-02-05,05/02/2019,2542715.0,2770142,DayName
264,1,1,1,4,2019-02-06,06/02/2019,2390949.0,2261587,DayName
265,1,1,1,4,2019-02-07,07/02/2019,2917146.0,2921475,DayName
266,1,1,1,4,2019-03-01,01/03/2019,2093557.0,2834026,DayName
267,1,1,1,4,2019-03-02,02/03/2019,2453522.0,2432298,DayName
268,1,1,1,4,2019-03-03,03/03/2019,2516034.0,2442384,DayName
269,1,1,1,4,2019-03-04,04/03/2019,2759758.0,2846712,DayName
270,1,1,1,4,2019-03-05,05/03/2019,2109603.0,2695668,DayName
271,1,1,1,4,2019-03-06,06/03/2019,2468580.0,2926159,DayName
272,1,1,1,4,2019-03-07,07/03/2019,2054406.0,2525736,DayName
273,1,1,1,4,2019-04-01,01/04/2019,2497807.0,2497214,DayName
274,1,1,1,4,2019-04-02,02/04/2019,2379532.0,2805609,DayName
275,1,1,1,4,2019-04-03,03/04/2019,2065775.0,2805312,DayName
276,1,1,1,4,2019-04-04,04/04/2019,2872615.0,2657606,DayName
277,1,1,1,4,2019-04-05,05/04/2019,2173255.0,2428491,DayName
278,1,1,1,4,2019-04-06,06/04/2019,2550726.0,2913884,DayName
279,1,1,1,4,2019-04-07,07/04/2019,2793728.0,2829585,DayName
280,1,1,1,4,2019-05-01,01/05/2019,2174767.0,2436892,DayName
281,1,1,1,4,2019-05-02,02/05/2019,2074436.0,2330465,DayName
282,1,1,1,4,2019-05-03,03/05/2019,2153778.0,2919998,DayName
283,1,1,1,4,2019-05-04,04/05/2019,2749675.0,2817969,DayName
284,1,1,1,4,2019-05-05,05/05/2019,2495755.0,2580848,DayName
285,1,1,1,4,2019-05-06,06/05/2019,2896674.0,2872931,DayName
286,1,1,1,4,2019-05-07,07/05/2019,2746044.0,2423237,DayName
287,1,1,1,4,2019-06-01,01/06/2019,2263397.0,2934852,DayName
288,1,1,1,4,2019-06-02,02/06/2019,2142908.0,2917637,DayName
289,1,1,1,4,2019-06-03,03/06/2019,2047713.0,2207077,DayName
290,1,1,1,4,2019-06-04,04/06/2019,2919778.0,2529649,DayName
291,1,1,1,4,2019-06-05,05/06/2019,2561767.0,2174577,DayName
292,1,1,1,4,2019-06-06,06/06/2019,2867035.0,2138302,DayName
293,1,1,1,4,2019-06-07,07/06/2019,2768125.0,2829105,DayName
294,1,1,1,4,2019-07-01,01/07/2019,2170100.0,2066395,DayName
295,1,1,1,4,2019-07-02,02/07/2019,2369444.0,2114437,DayName
296,1,1,1,4,2019-07-03,03/07/2019,2461125.0,2323166,DayName
297,1,1,1,4,2019-07-04,04/07/2019,2782644.0,2886966,DayName
298,1,1,1,4,2019-07-05,05/07/2019,2809631.0,2866919,DayName
299,1,1,1,4,2019-07-06,06/07/2019,2855730.0,2825524,DayName
300,1,1,1,4,2019-07-07,07/07/2019,2715963.0,2222237,DayName
301,1,1,1,4,2019-08-01,01/08/2019,2376296.0,2218605,DayName
302,1,1,1,4,2019-08-02,02/08/2019,2122923.0,2237279,DayName
303,1,1,1,4,2019-08-03,03/08/2019,2701427.0,2829945,DayName
304,1,1,1,4,2019-08-04,04/08/2019,2118933.0,2628079,DayName
305,1,1,1,4,2019-08-05,05/08/2019,2165343.0,2859001,DayName
306,1,1,1,4,2019-08-06,06/08/2019,2100080.0,2285091,DayName
307,1,1,1,4,2019-08-07,07/08/2019,2773207.0,2208063,DayName
308,1,1,1,4,2019-09-01,01/09/2019,2667187.0,2798916,DayName
309,1,1,1,4,2019-09-02,02/09/2019,2436289.0,2674488,DayName
310,1,1,1,4,2019-09-03,03/09/2019,2383561.0,2099159,DayName
311,1,1,1,4,2019-09-04,04/09/2019,2054521.0,2133731,DayName
312,1,1,1,4,2019-09-05,05/09/2019,2909734.0,2199358,DayName
313,1,1,1,4,2019-09-06,06/09/2019,2290846.0,2873850,DayName
314,1,1,1,4,2019-09-07,07/09/2019,2081275.0,2310955,DayName
315,1,1,1,4,2019-10-01,01/10/2019,2198293.0,2426985,DayName
316,1,1,1,4,2019-10-02,02/10/2019,2708420.0,2575151,DayName
317,1,1,1,4,2019-10-03,03/10/2019,2408219.0,2862171,DayName
318,1,1,1,4,2019-10-04,04/10/2019,2285940.0,2801814,DayName
319,1,1,1,4,2019-10-05,05/10/2019,2175288.0,2301265,DayName
320,1,1,1,4,2019-10-06,06/10/2019,2057617.0,2451423,DayName
321,1,1,1,4,2019-10-07,07/10/2019,2073635.0,2812776,DayName
322,1,1,1,4,2019-11-01,01/11/2019,2157972.0,2149110,DayName
323,1,1,1,4,2019-11-02,02/11/2019,2931452.0,2568838,DayName
324,1,1,1,4,2019-11-03,03/11/2019,2459444.0,2383958,DayName
325,1,1,1,4,2019-11-04,04/11/2019,2281003.0,2564188,DayName
326,1,1,1,4,2019-11-05,05/11/2019,2475060.0,2526459,DayName
327,1,1,1,4,2019-11-06,06/11/2019,2320765.0,2670155,DayName
328,1,1,1,4,2019-11-07,07/11/2019,2278441.0,2733898,DayName
329,1,1,1,4,2019-12-01,01/12/2019,2622862.0,2891580,DayName
330,1,1,1,4,2019-12-02,02/12/2019,2781084.0,2452134,DayName
331,1,1,1,4,2019-12-03,03/12/2019,2693068.0,2070062,DayName
332,1,1,1,4,2019-12-04,04/12/2019,2389966.0,2210358,DayName
333,1,1,1,4,2019-12-05,05/12/2019,2262223.0,2371496,DayName
334,1,1,1,4,2019-12-06,06/12/2019,2746822.0,2348409,DayName
335,1,1,1,4,2019-12-07,07/12/2019,2538400.0,2065261,DayName
336,2,1,1,1,2019-01-01,01/01/2019,6963133.0,8185217,DayName
337,2,1,1,1,2019-01-02,02/01/2019,6845418.0,7533663,DayName
338,2,1,1,1,2019-01-03,03/01/2019,7320300.0,7385654,DayName
339,2,1,1,1,2019-01-04,04/01/2019,7362248.0,6994156,DayName
340,2,1,1,1,2019-01-05,05/01/2019,6944592.0,7813117,DayName
341,2,1,1,1,2019-01-06,06/01/2019,7418549.0,8360094,DayName
342,2,1,1,1,2019-01-07,07/01/2019,7393904.0,6951162,DayName
343,2,1,1,1,2019-02-01,01/02/2019,7259419.0,7199402,DayName
344,2,1,1,1,2019-02-02,02/02/2019,7246639.0,8285466,DayName
345,2,1,1,1,2019-02-03,03/02/2019,7369057.0,7511530,DayName
346,2,1,1,1,2019-02-04,04/02/2019,8028133.0,6721062,DayName
347,2,1,1,1,2019-02-05,05/02/2019,7424697.0,6884421,DayName
348,2,1,1,1,2019-02-06,06/02/2019,7539243.0,7398829,DayName
349,2,1,1,1,2019-02-07,07/02/2019,7035556.0,6874438,DayName
350,2,1,1,1,2019-03-01,01/03/2019,7658627.0,8149807,DayName
351,2,1,1,1,2019-03-02,02/03/2019,7417063.0,7654333,DayName
352,2,1,1,1,2019-03-03,03/03/2019,6935703.0,7010754,DayName
353,2,1,1,1,2019-03-04,04/03/2019,8069691.0,7538392,DayName
354,2,1,1,1,2019-03-05,05/03/2019,7845483.0,7869913,DayName
355,2,1,1,1,2019-03-06,06/03/2019,8167107.0,7030675,DayName
356,2,1,1,1,2019-03-07,07/03/2019,7227454.0,8328641,DayName
357,2,1,1,1,2019-04-01,01/04/2019,7527729.0,7601302,DayName
358,2,1,1,1,2019-04-02,02/04/2019,7017605.0,7746787,DayName
359,2,1,1,1,2019-04-03,03/04/2019,8302710.0,7036786,DayName
360,2,1,1,1,2019-04-04,04/04/2019,7639953.0,6902682,DayName
361,2,1,1,1,2019-04-05,05/04/2019,7734364.0,7319619,DayName
362,2,1,1,1,2019-04-06,06/04/2019,6985484.0,6570914,DayName
363,2,1,1,1,2019-04-07,07/04/2019,7082778.0,6971722,DayName
364,2,1,1,1,2019-05-01,01/05/2019,7227474.0,7466493,DayName
